train_losses,val_losses,val_accuracies,test_loss,test_accuracy
3.2092910607655845,1.2685582041740417,0.17777777777777778,0.4895266592502594,0.7933333333333333
1.1667923397488065,1.1119164824485779,0.4266666666666667,0.4895266592502594,0.7933333333333333
0.8709443145328097,0.8944374024868011,0.44,0.4895266592502594,0.7933333333333333
0.7294237414995829,0.843674510717392,0.5844444444444444,0.4895266592502594,0.7933333333333333
0.652794811460707,0.585730642080307,0.7177777777777777,0.4895266592502594,0.7933333333333333
0.614603168434567,0.5598205626010895,0.7311111111111112,0.4895266592502594,0.7933333333333333
0.536119262377421,0.5806699097156525,0.7111111111111111,0.4895266592502594,0.7933333333333333
0.5072470208009084,0.5771122574806213,0.7111111111111111,0.4895266592502594,0.7933333333333333
0.48565314875708687,0.5268020778894424,0.7555555555555555,0.4895266592502594,0.7933333333333333
0.45289229022132027,0.48614171147346497,0.7777777777777778,0.4895266592502594,0.7933333333333333
0.4383247494697571,0.4868312180042267,0.7711111111111111,0.4895266592502594,0.7933333333333333
0.4292604923248291,0.46390603482723236,0.7866666666666666,0.4895266592502594,0.7933333333333333
0.41692713565296596,0.4780176877975464,0.7911111111111111,0.4895266592502594,0.7933333333333333
0.39576836427052814,0.4475875794887543,0.8,0.4895266592502594,0.7933333333333333
0.38089096877310014,0.47037848830223083,0.7888888888888889,0.4895266592502594,0.7933333333333333
0.37809133529663086,0.4522881805896759,0.8044444444444444,0.4895266592502594,0.7933333333333333
0.34165260195732117,0.44049419462680817,0.8,0.4895266592502594,0.7933333333333333
0.3373396529091729,0.44686776399612427,0.8044444444444444,0.4895266592502594,0.7933333333333333
0.33297448688083225,0.4864746183156967,0.7666666666666667,0.4895266592502594,0.7933333333333333
0.33221062355571324,0.48981960117816925,0.7844444444444445,0.4895266592502594,0.7933333333333333
