train_losses,val_losses,val_accuracies,test_loss,test_accuracy
1.2822999358177185,1.1663051843643188,0.3611111111111111,0.0005850706171865264,1.0
0.6030796095728874,0.7931458950042725,0.5611111111111111,0.0005850706171865264,1.0
0.2181660197675228,0.6607297658920288,0.6444444444444445,0.0005850706171865264,1.0
0.0915787611156702,0.6253213882446289,0.4166666666666667,0.0005850706171865264,1.0
0.03659838903695345,0.6072278022766113,0.6388888888888888,0.0005850706171865264,1.0
0.017479994101449847,0.8423235416412354,0.6388888888888888,0.0005850706171865264,1.0
0.008720093057490885,0.6433593034744263,0.6388888888888888,0.0005850706171865264,1.0
0.006056985235773027,0.5192778706550598,0.7277777777777777,0.0005850706171865264,1.0
0.01988876221003011,0.11069285869598389,0.95,0.0005850706171865264,1.0
0.014467988105025142,0.021586596965789795,0.9944444444444445,0.0005850706171865264,1.0
0.003286495746579021,0.007657056208699942,1.0,0.0005850706171865264,1.0
0.0027142640319652855,0.003980455454438925,1.0,0.0005850706171865264,1.0
0.0020528587920125574,0.0016665906878188252,1.0,0.0005850706171865264,1.0
0.0016571449232287705,0.0010581054957583547,1.0,0.0005850706171865264,1.0
0.0015644273662474006,0.000832966819871217,1.0,0.0005850706171865264,1.0
0.0014236565621104091,0.0006917201681062579,1.0,0.0005850706171865264,1.0
0.0013433615094982088,0.0006818627589382231,1.0,0.0005850706171865264,1.0
0.0014859010698273778,0.0006083882180973887,1.0,0.0005850706171865264,1.0
0.0017947535670828074,0.0005835103220306337,1.0,0.0005850706171865264,1.0
0.0011014062038157135,0.0005933688371442258,1.0,0.0005850706171865264,1.0
