train_losses,val_losses,val_accuracies,test_loss,test_accuracy
0.8439666827519735,2.6434414386749268,0.17777777777777778,0.41164249181747437,0.8222222222222222
0.5575257903999753,3.5014491081237793,0.18,0.41164249181747437,0.8222222222222222
0.504840311076906,2.2426081895828247,0.28,0.41164249181747437,0.8222222222222222
0.4485069281525082,0.7733515202999115,0.6622222222222223,0.41164249181747437,0.8222222222222222
0.46963416205512154,0.5099608302116394,0.7622222222222222,0.41164249181747437,0.8222222222222222
0.43855196568701005,0.43453946709632874,0.7888888888888889,0.41164249181747437,0.8222222222222222
0.4045729570918613,0.4296558052301407,0.7888888888888889,0.41164249181747437,0.8222222222222222
0.3930384549829695,0.4683939218521118,0.7911111111111111,0.41164249181747437,0.8222222222222222
0.40040016836590236,0.45357467234134674,0.7933333333333333,0.41164249181747437,0.8222222222222222
0.3510587414105733,0.41369807720184326,0.8177777777777778,0.41164249181747437,0.8222222222222222
0.32692208886146545,0.4870564788579941,0.7866666666666666,0.41164249181747437,0.8222222222222222
0.36524229248364765,0.5743101984262466,0.7666666666666667,0.41164249181747437,0.8222222222222222
0.3480151610241996,0.5269486606121063,0.7888888888888889,0.41164249181747437,0.8222222222222222
0.28002191914452446,0.4147339016199112,0.8288888888888889,0.41164249181747437,0.8222222222222222
0.24420695503552756,0.42509569227695465,0.8155555555555556,0.41164249181747437,0.8222222222222222
