train_losses,val_losses,val_accuracies,test_loss,test_accuracy
0.8312065271394593,2.7220237652460733,0.172,0.26852689078077674,0.8973333333333333
0.2408565767109394,0.4002281228701274,0.8093333333333333,0.26852689078077674,0.8973333333333333
0.20592583103903703,0.1730473811427752,0.9253333333333333,0.26852689078077674,0.8973333333333333
0.19236755610576697,0.18340535213549933,0.924,0.26852689078077674,0.8973333333333333
0.1649772860109806,0.15890169392029443,0.9333333333333333,0.26852689078077674,0.8973333333333333
0.13783378952315875,0.1658168981472651,0.9293333333333333,0.26852689078077674,0.8973333333333333
0.11448778039110559,0.21871482332547507,0.908,0.26852689078077674,0.8973333333333333
0.10734440519341401,0.16600816200176874,0.928,0.26852689078077674,0.8973333333333333
0.11837977117725781,0.205985426902771,0.924,0.26852689078077674,0.8973333333333333
0.07967030802475554,0.24563129742940268,0.9106666666666666,0.26852689078077674,0.8973333333333333
