train_losses,val_losses,val_accuracies,test_loss,test_accuracy
2.8537209033966064,1.1864999930063884,0.172,0.2143641303603848,0.8986666666666666
1.2068247922829218,1.0060716072718303,0.304,0.2143641303603848,0.8986666666666666
0.5764041095972061,0.4241986870765686,0.82,0.2143641303603848,0.8986666666666666
0.40171854410852703,0.30739547808965045,0.8626666666666667,0.2143641303603848,0.8986666666666666
0.34007968647139414,0.2575983554124832,0.8933333333333333,0.2143641303603848,0.8986666666666666
0.28890129710946766,0.234548290570577,0.9093333333333333,0.2143641303603848,0.8986666666666666
0.2596575543284416,0.2106945663690567,0.9106666666666666,0.2143641303603848,0.8986666666666666
0.2408159343259675,0.2035082976023356,0.9093333333333333,0.2143641303603848,0.8986666666666666
0.23148753600461142,0.1956896036863327,0.9186666666666666,0.2143641303603848,0.8986666666666666
0.2128020471760205,0.18921968837579092,0.916,0.2143641303603848,0.8986666666666666
0.19747958651610784,0.18486639857292175,0.9186666666666666,0.2143641303603848,0.8986666666666666
0.2048073559999466,0.18387491504351297,0.924,0.2143641303603848,0.8986666666666666
0.18223846703767776,0.18553557495276132,0.9306666666666666,0.2143641303603848,0.8986666666666666
0.17907428528581346,0.1789254347483317,0.928,0.2143641303603848,0.8986666666666666
0.1656183281115123,0.17351680000623068,0.9266666666666666,0.2143641303603848,0.8986666666666666
0.16249313418354308,0.1727796991666158,0.9266666666666666,0.2143641303603848,0.8986666666666666
0.1502076584313597,0.1781998078028361,0.916,0.2143641303603848,0.8986666666666666
0.16116210498980113,0.16785646478335062,0.9293333333333333,0.2143641303603848,0.8986666666666666
0.1436509575162615,0.1803271770477295,0.9306666666666666,0.2143641303603848,0.8986666666666666
0.14563340906585967,0.19011821846167246,0.9173333333333333,0.2143641303603848,0.8986666666666666
